Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,-6.961369,-0.472868,7.611570,-0.992293,0.807254,0.000000
1,7.874234,7.313921,12.376350,-0.999879,0.870277,0.000000
2,-0.335511,6.304726,1.814426,-0.989163,0.730430,0.000000
3,7.295526,-3.243160,5.194610,-0.999988,0.835102,0.000000
4,-7.935939,-3.520426,3.166818,-0.999943,0.828038,0.000000
5,4.422909,3.946902,0.563386,-0.984607,0.726127,0.000000
6,7.815619,-3.447370,7.388853,-0.999994,0.807293,0.000000
7,-4.151886,-6.928254,13.260909,-0.999609,0.719608,0.000000
8,6.229213,-0.982561,6.742348,-0.999973,0.780688,0.000000
9,-2.866920,-6.516529,13.409301,-0.981286,0.680923,0.000000
10,5.784365,5.012697,1.061306,-0.982425,0.744542,0.000000
11,-1.143588,6.557417,2.401806,-0.989331,0.746335,0.000000
12,-1.764674,7.963565,5.654304,-0.999946,0.815659,0.000000
13,4.877321,1.896943,0.476065,-0.985398,0.739369,0.000000
14,5.012241,5.666466,13.180844,-0.999881,0.851041,0.000000
15,7.477415,-7.865924,5.232456,-0.999959,0.825357,0.000000
16,-4.058980,7.658350,10.303805,-0.990812,0.820967,0.000000
17,6.979160,3.363730,7.370968,-0.978645,0.787146,0.000000
18,-6.496406,0.309865,2.815205,-0.999999,0.812752,0.000000
19,4.655570,3.976247,2.117134,-0.991132,0.707246,0.000000
20,5.535656,-2.488030,6.683556,-0.999849,0.802666,0.000000
21,7.905942,0.126608,3.100638,-0.996396,0.723176,0.000000
22,-2.979404,-6.037838,13.014923,-0.992229,0.685989,0.000000
23,6.568481,7.772253,3.846233,-0.997567,0.758431,0.000000
24,6.008286,-2.266770,11.049541,-0.955371,0.813547,0.000000
25,-7.736801,0.687976,1.136691,-1.000000,0.781674,0.000000
26,-1.700807,7.355569,10.046925,-0.997975,0.819274,0.000000
27,-4.735098,-5.366666,13.455770,-0.999908,0.753009,0.000000
28,-5.949601,-4.992013,9.678763,-0.981873,0.715686,0.000000
29,5.683784,1.713169,4.898340,-0.986197,0.784507,0.000000
30,-6.344969,-3.320606,8.305931,-0.970793,0.831704,0.000000
31,-5.175982,3.100817,2.815729,-0.991288,0.783827,0.000000
32,4.776043,2.990775,3.079773,-0.990496,0.712552,0.000000
33,-2.936861,7.044065,10.410499,-0.994330,0.822252,0.000000
34,6.456732,-1.865933,4.636191,-0.999987,0.823831,0.000000
35,-7.964486,2.348796,10.417237,-0.989759,0.750039,0.000000
36,-4.491907,-0.118557,13.040711,-0.988457,0.755850,0.000000
37,5.112593,1.307533,5.120782,-0.968189,0.795260,0.000000
38,6.665980,-5.484170,6.937024,-0.999854,0.804139,0.000000
39,5.527520,4.932106,12.256337,-0.999848,0.843560,0.000000
40,-6.026467,3.262229,16.538612,-0.991040,0.706772,0.000000
41,2.964653,7.271500,6.096751,-0.998458,0.758012,0.000000
42,-5.231346,5.665780,9.862449,-0.959170,0.803653,0.000000
43,-6.818814,-7.560221,4.240136,-0.985241,0.783197,0.000000
44,-7.776348,-5.064033,11.713967,-0.999837,0.730431,0.000000
45,5.061266,-4.275279,5.496865,-0.996538,0.814395,0.000000
46,7.056017,6.371333,11.524620,-0.999969,0.842121,0.000000
47,-5.325856,2.758156,3.761767,-0.994507,0.820721,0.000000
48,-1.828219,6.545840,10.421563,-0.993028,0.820934,0.000000
49,-7.343546,-3.682078,16.550431,-0.999559,0.729641,0.000000
50,4.537295,5.925114,3.005288,-0.990848,0.711144,0.000000
51,6.103875,-3.879073,6.985515,-0.999862,0.811597,0.000000
52,5.377828,7.666485,3.175302,-0.985922,0.707753,0.000000
53,-6.262985,-4.876909,12.558178,-0.999209,0.782600,0.000000
54,-5.977707,4.100928,16.822561,-0.998754,0.714176,0.000000
55,-1.081250,7.846143,16.921290,-0.996344,0.739004,0.000000
56,-7.010189,6.573798,2.753939,-0.986248,0.771128,0.000000
57,5.474050,7.771316,2.614651,-0.986422,0.707140,0.000000
58,-7.872724,6.606706,7.946861,-0.964968,0.687879,0.000000
59,7.312963,-2.445974,4.582435,-0.999992,0.819923,0.000000
60,-7.979144,1.502266,3.524976,-0.999777,0.826357,0.000000
61,-5.833167,3.984856,0.672837,-0.993053,0.781955,0.000000
62,-7.502760,-7.426780,2.057822,-0.999143,0.827540,0.000000
63,4.467488,5.685053,4.463759,-0.966218,0.757328,0.000000
64,-0.220588,-4.082772,10.225702,-0.950436,0.731121,0.000000
65,6.046222,4.116126,2.689998,-0.991176,0.733173,0.000000
66,4.407833,2.628921,3.370244,-0.991426,0.716443,0.000000
67,2.339535,6.690858,11.787247,-0.950196,0.834953,0.000000
68,0.322172,-7.766761,2.074578,-1.000000,0.820717,0.000000
69,-3.996425,6.645637,11.853791,-0.976588,0.820753,0.000000
70,-3.448352,-3.536359,12.386607,-0.999539,0.704127,0.000000
71,4.496635,-5.672145,4.758222,-0.988968,0.822526,0.000000
72,-5.819102,-1.914441,7.846161,-0.982087,0.816308,0.000000
73,6.472484,-6.456566,7.420814,-0.997382,0.820141,0.000000
74,-1.387190,6.791790,4.413419,-0.999992,0.817471,0.000000
75,5.324700,-4.556084,4.562656,-0.999014,0.821676,0.000000
76,5.972181,2.115077,2.842831,-0.991667,0.726548,0.000000
77,6.703023,4.941319,1.034541,-0.988863,0.738428,0.000000
78,7.133976,1.127128,4.847700,-0.998581,0.803021,0.000000
79,-4.773364,-7.503885,15.878070,-0.999948,0.741368,0.000000
80,-4.220118,-0.112789,13.376190,-0.973334,0.761596,0.000000
81,5.807556,7.889538,0.659341,-0.997437,0.721824,0.000000
82,5.418053,6.105998,13.093109,-0.999928,0.854551,0.000000
83,2.995991,3.348253,0.863446,-0.976953,0.737562,0.000000
84,0.726230,7.946214,11.535364,-0.999999,0.846522,0.000000
85,-1.858750,-4.818758,11.769115,-0.998264,0.765404,0.000000
86,7.349866,0.615342,7.151643,-0.999677,0.783185,0.000000
87,-5.604557,-7.691931,13.060043,-0.999949,0.745776,0.000000
88,0.222582,7.965430,0.686790,-0.957809,0.724925,0.000000
89,0.999153,7.796192,12.274412,-0.999998,0.852482,0.000000
90,-5.405245,1.974995,2.831558,-0.999889,0.794252,0.000000
91,6.230728,0.068717,15.564916,-0.990260,0.770115,0.000000
