Attribute,Value
Number Critical Scenarios,351
Number Critical Scenarios (duplicate free),79
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.61714447  0.81501478  0.        ]
Input value of critical (first of population of interest),[-3.14858225  6.32085197  3.55728319]
