run,RS,NSGA-II-D,NSGA-II
1,0.14157633131588293,0.19589585501510634,0.4702657899644557
2,0.12698399144031688,0.20335671044775963,0.4305164018912268
3,0.14625061490376304,0.21473980298927572,0.332900703913187
4,0.13695592360018705,0.23419335641030994,0.6487262357401604
5,0.12773995106061847,0.23405678509473996,0.33610991835017767
6,0.1410507777847203,0.28440233670918785,0.36693827215725705
7,0.1408832049630863,0.3190588228325948,0.35585131479604726
8,0.13567884811533978,0.1639921051813642,0.4668568442517189
9,0.12267468292044335,0.24376677833779303,0.4337652591869769
10,0.13563572628293524,0.2260512812761944,0.27661916043535767
