RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.29717025612329995,0.02247880487304962,100.0,0.5111135217974752,0.20398479792454138,100.0,0.49672166210427066,0.09492296484762566
200.0,0.23096570835247934,0.025006004659988274,200.0,0.40837167037306565,0.08395730785092256,200.0,0.4744937599294456,0.10055121934819151
300.0,0.19575522010923593,0.019062335781563047,300.0,0.3671726266750607,0.09555029849977031,300.0,0.46497534927214285,0.09925382045202977
400.0,0.17481376937880166,0.007559060160910771,400.0,0.33827505354115484,0.10113491439569748,400.0,0.43677618930171314,0.09889138209055447
500.0,0.16258334123669071,0.010126110307482224,500.0,0.30772150718156915,0.08113563560384222,500.0,0.4340478707986966,0.10000777536744614
600.0,0.1527912253784783,0.00818349543736874,600.0,0.29091675547221396,0.06937619784232145,600.0,0.4280969279430636,0.10356011073956733
700.0,0.14724205359696557,0.006115637951879829,700.0,0.2672200655692773,0.0498697629240769,700.0,0.42481013085153696,0.09922511367055586
800.0,0.14323957441825635,0.005975286764720304,800.0,0.26398029784522603,0.04858847428092496,800.0,0.41900819342557405,0.10138293449044124
900.0,0.1390013421759393,0.006704794485602625,900.0,0.24749143734712215,0.042630889798968986,900.0,0.4128576510770956,0.10466626381224245
1000.0,0.13554300523872934,0.007540031679692753,1000.0,0.23195138342943258,0.04416514572729715,1000.0,0.4118549900686565,0.10476803409787246
