Attribute,Value
Number Critical Scenarios,746
Number Critical Scenarios (duplicate free),122
Number All Scenarios,1000
Number All Scenarios (duplicate free),159
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.75
Ratio Critical/All scenarios (duplicate free),0.77
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99891466  0.71427502  0.        ]
Input value of critical (first of population of interest),[-7.83250175 -1.54729568 17.55421334]
