Attribute,Value
Number Critical Scenarios,610
Number Critical Scenarios (duplicate free),140
Number All Scenarios,1000
Number All Scenarios (duplicate free),224
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.61
Ratio Critical/All scenarios (duplicate free),0.62
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.68577653  0.69320729  0.        ]
Input value of critical (first of population of interest),[-7.78689526  2.32941342  1.46813048]
