Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.840784,1.854028,1.621785,-0.915731,-2.333982
1,0.815198,1.583725,1.493604,-0.970364,-2.239922
2,0.658639,0.878115,0.799310,-0.986484,-2.661106
3,0.421446,1.446022,3.750591,-0.816702,-2.457874
4,0.548606,0.946739,1.816800,-0.910434,-2.526037
5,0.534315,0.877955,1.412080,-0.854291,-2.645322
6,0.697655,0.929317,0.895543,-0.967653,-2.599188
7,0.401945,0.618624,0.236656,-0.948703,-2.394082
8,0.464017,0.723441,0.841497,-0.949851,-2.448237
9,0.806241,1.573989,1.595784,-0.864298,-2.204473
