Attribute,Value
Number Critical Scenarios,825
Number Critical Scenarios (duplicate free),238
Number All Scenarios,1000
Number All Scenarios (duplicate free),280
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.82
Ratio Critical/All scenarios (duplicate free),0.85
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.80877144]
Input value of critical (first of population of interest),[-0.90265281  6.67127915  3.84492841]
