Attribute,Value
Number Critical Scenarios,405
Number Critical Scenarios (duplicate free),110
Number All Scenarios,1000
Number All Scenarios (duplicate free),312
Number Best Critical Scenarios,102
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,379
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.27
Ratio Best Critical/Best Scenarios (duplicate free),0.34
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.979663  0.842785]
Input value of critical (first of population of interest),[-5.783405 -1.00033   3.280054]
