Attribute,Value
Number Critical Scenarios,396
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),207
Number Best Critical Scenarios,232
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,583
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.36
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.993114  0.764636  0.      ]
Input value of critical (first of population of interest),[1.996878 6.846652 3.913401]
