Attribute,Value
Number Critical Scenarios,899
Number Critical Scenarios (duplicate free),260
Number All Scenarios,1000
Number All Scenarios (duplicate free),337
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.90
Ratio Critical/All scenarios (duplicate free),0.77
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.9998126   0.82291317]
Input value of critical (first of population of interest),[-5.19584518  1.74274207  2.50463741]
