Attribute,Value
Number Critical Scenarios,970
Number Critical Scenarios (duplicate free),287
Number All Scenarios,1000
Number All Scenarios (duplicate free),313
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.92
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999879    0.80165671]
Input value of critical (first of population of interest),[ 0.7925337  -7.35382326  2.18889404]
