Attribute,Value
Number Critical Scenarios,381
Number Critical Scenarios (duplicate free),157
Number All Scenarios,1000
Number All Scenarios (duplicate free),339
Number Best Critical Scenarios,131
Number Best Critical Scenarios (duplicate free),40
Number Best Scenarios,383
Number Best Scenarios (duplicate free),83
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.34
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.998101  0.793784]
Input value of critical (first of population of interest),[ 2.759258 -7.783705  1.57191 ]
