Attribute,Value
Number Critical Scenarios,520
Number Critical Scenarios (duplicate free),89
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,351
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,611
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.57
Ratio Best Critical/Best Scenarios (duplicate free),0.51
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.999194  0.823022 -5.389436]
Input value of critical (first of population of interest),[-4.823077  3.468797  3.224925]
