Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
1,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
2,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
3,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
4,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
5,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
6,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
7,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
8,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
9,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
10,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
11,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
12,0.652357,0.825793,0.320193,-0.980309,-2.826784,-10.109475
13,0.648837,0.827024,0.422626,-0.983447,-2.823587,-10.109475
14,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
15,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
16,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
17,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
18,0.652357,0.825793,0.320193,-0.980309,-2.826784,-10.109475
19,0.648837,0.827024,0.422626,-0.983447,-2.823587,-10.109475
20,0.662481,0.827080,0.346515,-0.982871,-2.923102,-9.990126
21,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
22,0.648837,0.825257,0.322710,-0.968456,-2.823587,-9.990126
23,0.648837,0.827080,0.301006,-0.939798,-2.823587,-0.000000
24,0.646740,0.827080,0.346515,-0.977382,-2.821078,-11.348228
25,0.648837,0.827080,0.320193,-0.958217,-2.823587,-12.723981
26,0.652357,0.825793,0.320193,-0.980309,-2.826784,-10.109475
27,0.648837,0.827024,0.422626,-0.983447,-2.823587,-10.109475
28,0.662481,0.827080,0.346515,-0.982871,-2.923102,-9.990126
29,0.648837,0.827080,0.320396,-0.958217,-2.823587,-11.591294
30,0.648837,0.825257,0.322710,-0.968456,-2.823587,-9.990126
31,0.646740,0.826349,0.343775,-0.981032,-2.821078,-7.757480
32,0.656071,0.827080,0.292076,-0.977824,-2.831946,-7.757480
