run,RS,NSGA-II-D,NSGA-II
1,0.3159422650291602,0.4422620259028376,0.47390744198386464
2,0.2612005767800909,0.3485162792047086,0.5002717939322106
3,0.34166475066475016,0.42390807603447894,0.41631474955115727
4,0.31298887082376037,0.2983246105746632,0.4035710775718465
5,0.24073877076180314,0.5359287465869295,0.4994542508737229
6,0.2180958405719468,0.2813317404827808,0.47496808873817825
7,0.27390944992389793,0.27172813548040214,0.47518333715141015
8,0.2536016840100332,0.5063758241845351,0.44989137292782766
9,0.27779988085280277,0.27464937077335094,0.4124750155236973
10,0.2726214403959145,0.38521000061744565,0.5680402719351032
