Attribute,Value
Number Critical Scenarios,382
Number Critical Scenarios (duplicate free),102
Number All Scenarios,1000
Number All Scenarios (duplicate free),224
Number Best Critical Scenarios,143
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,516
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.41
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.877473  0.664841  0.      ]
Input value of critical (first of population of interest),[1.475229 4.1008   1.664919]
