n_evals,hv_all
40,0.0
80,0.024661729107642423
120,0.024661729107642423
160,0.024661729107642423
200,0.09762716117338194
240,0.10040715533810582
280,0.10040715533810582
320,0.10040715533810582
360,0.10040715533810582
400,0.10040715533810582
440,0.10040715533810582
480,0.1006743171609384
520,0.10425288710313442
560,0.15693433572332274
600,0.15693433572332274
640,0.15747922701775935
680,0.1579134056206462
720,0.15822118974119315
760,0.23286175211612228
800,0.23462455750724218
840,0.23462455750724218
880,0.23671838331434858
920,0.2367666803705393
960,0.24001455862708201
1000,0.24028047118243295
1040,0.24031925985792735
1080,0.24047615570158146
1120,0.24049794015703535
1160,0.2407071823404235
1200,0.2521196735643274
1240,0.2521246059729141
1280,0.2574019375632797
1320,0.25745071157647603
1360,0.25745071157647603
1400,0.257488715995625
1440,0.25748959428241297
1480,0.25748959428241297
1520,0.25758931766304694
1560,0.2646960309393337
1600,0.2648690556001497
1640,0.2652652898269961
1680,0.2652652898269961
1720,0.2739336139413753
1760,0.27393912195813536
1800,0.27486226390704344
1840,0.2750208392643783
1880,0.2947347857217571
1920,0.2947424534880938
1960,0.29492406538991495
2000,0.29657692292629856
