Attribute,Value
Number Critical Scenarios,507
Number Critical Scenarios (duplicate free),141
Number All Scenarios,1000
Number All Scenarios (duplicate free),325
Number Best Critical Scenarios,130
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,173
Number Best Scenarios (duplicate free),37
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.68
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999995  0.792058]
Input value of critical (first of population of interest),[0.068594 6.566795 5.62991 ]
