RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.36789139756657024,0.09236364573510353,100.0,0.4883878333536355,0.12940207854482608,100.0,0.6082427592473577,0.1977762814525609
200.0,0.24349892344890306,0.07710088362932599,200.0,0.37733004073381826,0.12431148261025272,200.0,0.5523852367032454,0.20452528637058065
300.0,0.16628153291232436,0.033270150377406646,300.0,0.3328607808652194,0.10669031784461493,300.0,0.5465547001337556,0.20560367028992724
400.0,0.1459897437888098,0.031512658138847655,400.0,0.2864970069490134,0.10069669988276192,400.0,0.5183947485796759,0.22302676545280398
500.0,0.12815399014614842,0.015853895520915935,500.0,0.27038357562319615,0.10665547642506608,500.0,0.4851090747897272,0.2121032028023177
600.0,0.11753324608342955,0.016282660971184106,600.0,0.2621576531597068,0.10713286391172777,600.0,0.47500209404170174,0.19997181001924708
700.0,0.11001968585188349,0.01572672881467947,700.0,0.26057588390815883,0.10699389608912495,700.0,0.4736433552767467,0.20085158564373723
800.0,0.10258275119287444,0.0107029124722841,800.0,0.24917383247881192,0.11094675365670971,800.0,0.4734210067675651,0.20098252211777815
900.0,0.09598092414300097,0.010102910942560486,900.0,0.24098836832000128,0.11351445324329512,900.0,0.4718193024335385,0.20214836465701547
1000.0,0.09115142821403525,0.007509484926740163,1000.0,0.23253317180115185,0.11388136513570393,1000.0,0.4709700695472902,0.20246381029433272
