Attribute,Value
Number Critical Scenarios,978
Number Critical Scenarios (duplicate free),239
Number All Scenarios,1000
Number All Scenarios (duplicate free),259
Number Best Critical Scenarios,344
Number Best Critical Scenarios (duplicate free),50
Number Best Scenarios,344
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.98
Ratio Critical/All scenarios (duplicate free),0.92
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999969  0.793853]
Input value of critical (first of population of interest),[ 0.699937 -5.012434  1.559942]
