Attribute,Value
Number Critical Scenarios,950
Number Critical Scenarios (duplicate free),252
Number All Scenarios,1000
Number All Scenarios (duplicate free),289
Number Best Critical Scenarios,274
Number Best Critical Scenarios (duplicate free),43
Number Best Scenarios,274
Number Best Scenarios (duplicate free),43
Ratio Critical/All scenarios,0.95
Ratio Critical/All scenarios (duplicate free),0.87
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.773685  0.701903]
Input value of critical (first of population of interest),[7.064729 6.624749 1.82288 ]
