Attribute,Value
Number Critical Scenarios,571
Number Critical Scenarios (duplicate free),125
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,324
Number Best Critical Scenarios (duplicate free),38
Number Best Scenarios,505
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.53
Ratio Best Critical/Best Scenarios,0.64
Ratio Best Critical/Best Scenarios (duplicate free),0.66
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.989867  0.779237  0.      ]
Input value of critical (first of population of interest),[ 2.468186 -1.89572   1.569103]
