Attribute,Value
Number Critical Scenarios,383
Number Critical Scenarios (duplicate free),121
Number All Scenarios,1000
Number All Scenarios (duplicate free),239
Number Best Critical Scenarios,180
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,531
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.34
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999998  0.842706  0.      ]
Input value of critical (first of population of interest),[-2.441468 -6.244154  4.402468]
