run,RS,MOPSO,NSGA-II,NSGAII-DJ_A0.29_SEQ
1,0.19696402619042616,0.3487625452229545,0.5783387510936383,0.22729972613227192
2,0.28630122078615344,0.4238776142609231,0.43751815348731665,0.3044732226929882
3,0.14535374095859144,0.34136095463893135,0.43743931227747,0.603326289377474
4,0.3584104373116016,0.3025343678329731,0.23281372638519535,0.3861195083506678
5,0.2792013370210989,0.3851622258524007,0.38195288877201194,0.39844535008200604
6,0.20163479377349008,0.28168301087649844,0.26807745267711836,0.3295876635823419
7,0.24557351998893176,0.3352321024790788,1.053773195448668,0.2809616574409985
8,0.30682271019303375,1.2722454021567724,0.591714241472476,0.5333944397461623
9,0.2609795093061114,0.2582140479337359,0.22845085978442606,0.21231736211572066
10,0.3178822007215003,0.944802272224816,0.2404508411498719,0.2809616574409985
