Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.263179,-2.229501,15.949418,-0.763621,0.628832,0.000000,0
1,-6.637557,-4.648153,16.423606,-0.465502,0.623328,0.000000,0
2,-6.043340,6.965750,1.420449,-0.999567,0.762548,0.000000,1
3,-5.650580,1.611894,0.798824,-0.999998,0.781659,0.000000,1
4,-5.430060,1.697639,1.152046,-0.999995,0.773786,0.000000,1
5,-5.362394,3.838911,0.661233,-0.999988,0.768413,0.000000,1
6,-4.352298,3.525595,1.380486,-0.999657,0.766172,0.000000,1
7,-3.101349,-7.662478,16.532948,-0.262480,0.565979,0.000000,0
8,-2.309085,-7.558371,13.233804,-0.996998,0.735264,0.000000,1
9,0.000364,-7.272840,13.376012,-0.975087,0.730909,0.000000,1
10,2.809001,-6.534397,0.246827,-1.000000,0.786614,0.000000,1
11,7.873850,-3.443332,15.189404,-0.969673,0.671179,0.000000,1
