n_evals,cid
100,0.7415216057180959
200,0.4844084541315569
300,0.4315632438383466
400,0.4310806814816769
500,0.4310806814816769
600,0.4266201320558232
700,0.3899169369470821
800,0.38297247078360147
900,0.38297247078360147
1000,0.3786520630806699
