RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.22031833292136088,0.0582277165855596,200.0,0.3030227871539878,0.07647405536907932,200.0,0.27139991237412875,0.056706167315074295,200.0,0.2756783650341442,0.12355148947337193
400.0,0.1497921117727789,0.03254276239888751,400.0,0.19599947278891505,0.026790941547623223,400.0,0.25430197994476217,0.05170471670456017,400.0,0.21793817294668197,0.05648149819443514
600.0,0.12217682668230315,0.012913783980018783,600.0,0.15849504821877097,0.018614382811113873,600.0,0.2442308278311484,0.0512408663361304,600.0,0.19793410806733192,0.02930248748864356
800.0,0.10870488460136081,0.009563539814878804,800.0,0.13648305256019125,0.023967436419609627,800.0,0.2401920145966892,0.053097295352305306,800.0,0.1878124228888268,0.03478391405373013
1000.0,0.1021486311395757,0.010311275528781617,1000.0,0.1293513081306795,0.027042304367323675,1000.0,0.23884565104401023,0.05367637704127206,1000.0,0.17571639485381582,0.030340173034776315
1200.0,0.09494351002669135,0.010845474555273167,1200.0,0.11931883438063688,0.02676903925690094,1200.0,0.2377721749679999,0.053298266771476574,1200.0,0.1696799643696877,0.026996994856454046
1400.0,0.08576597106965564,0.008494557831978077,1400.0,0.11441091479089212,0.028446759360199667,1400.0,0.23725178735685276,0.05332525415593996,1400.0,0.16710152611958812,0.02794700146765887
1600.0,0.08004191004879987,0.007518905357111065,1600.0,0.10981166608467821,0.02826351335079051,1600.0,0.23607572731650608,0.05395882740831327,1600.0,0.16452462258042572,0.028916006747568872
1800.0,0.07491541825431722,0.005654750810247358,1800.0,0.10768541493964805,0.029276475885335874,1800.0,0.23595060896768488,0.054040812628632404,1800.0,0.16087638010309685,0.030809995194981454
2000.0,0.07167298294325851,0.00440847002339102,2000.0,0.1056905136693437,0.030336429424121538,2000.0,0.2357248577402149,0.05415141673291327,2000.0,0.15668490242240268,0.027361772606552322
