Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.553988,1.699474,3.091768,-0.972703,-1.706263
1,0.309051,1.086327,4.399675,-0.850257,-1.447928
2,0.553988,1.699474,3.017434,-0.973932,-1.706263
3,0.598308,1.323962,2.382239,-0.971273,-1.803752
4,0.553988,1.699474,3.091768,-0.972703,-1.706263
5,0.309051,1.086327,4.399675,-0.850257,-1.447928
6,0.598308,1.323962,2.382239,-0.971273,-1.803752
7,0.592430,1.713003,2.734912,-0.984191,-1.784853
8,0.553988,1.699474,3.017434,-0.973932,-1.706263
9,0.553988,1.699474,3.091768,-0.972703,-1.706263
10,0.309051,1.086327,4.399675,-0.850257,-1.447928
11,0.606692,1.323962,2.382239,-0.880394,-1.830523
12,0.598308,1.404037,2.413292,-0.984920,-1.803752
13,0.598308,1.323962,2.382239,-0.971273,-1.803752
14,0.592430,1.713003,2.734912,-0.984191,-1.784853
15,0.592430,1.649454,2.734912,-0.979244,-1.784853
16,0.553988,1.699474,3.017434,-0.973932,-1.706263
17,0.553988,1.699474,3.015109,-0.973932,-1.706263
18,0.553988,1.699474,3.091768,-0.972703,-1.706263
19,0.553988,1.699474,3.094094,-0.972703,-1.706263
20,0.553988,1.699474,3.101994,-0.972549,-1.706263
21,0.553988,1.699474,3.167366,-0.961935,-1.706263
22,0.309051,1.084999,4.399675,-0.863283,-1.454780
23,0.606692,1.323962,2.382239,-0.880394,-1.830523
24,0.586162,1.649454,2.734912,-0.999882,-1.773525
25,0.606547,1.408007,2.382239,-0.998038,-1.830283
26,0.598308,1.404037,2.413292,-0.984920,-1.803752
27,0.545668,1.597157,3.017434,-0.988682,-1.686133
28,0.598453,1.319991,2.413292,-0.923772,-1.804257
29,0.598308,1.323962,2.382239,-0.971273,-1.803752
30,0.592430,1.713003,2.734912,-0.984191,-1.784853
31,0.592430,1.649454,2.734912,-0.979244,-1.784853
32,0.563066,1.699474,3.053997,-0.979192,-1.734166
33,0.553988,1.699474,3.017434,-0.973932,-1.706263
34,0.553988,1.699474,3.015109,-0.973932,-1.706263
35,0.559173,1.760821,3.137881,-0.972972,-1.722268
36,0.511751,1.588838,3.167366,-0.978011,-1.591762
37,0.606692,1.323962,2.382239,-0.880394,-1.830523
38,0.586162,1.649454,2.734912,-0.999882,-1.773525
39,0.606547,1.408007,2.382239,-0.998038,-1.830283
40,0.598308,1.404037,2.413292,-0.984920,-1.803752
41,0.545668,1.597157,3.017434,-0.988682,-1.686133
42,0.598453,1.319991,2.413292,-0.923772,-1.804257
43,0.545668,1.597157,3.011457,-0.988682,-1.686133
44,0.598308,1.323962,2.382239,-0.971273,-1.803752
45,0.592430,1.713003,2.734912,-0.984191,-1.784853
46,0.592430,1.649454,2.734912,-0.979244,-1.784853
47,0.563066,1.768384,3.053997,-0.981865,-1.734166
48,0.583197,1.594536,2.734912,-0.971971,-1.772366
49,0.563066,1.699474,3.053997,-0.979192,-1.734166
50,0.547088,1.595920,3.017434,-0.981851,-1.686760
51,0.548963,1.791523,3.137881,-0.979732,-1.689971
52,0.553988,1.699474,3.017434,-0.973932,-1.706263
53,0.553988,1.699474,3.015109,-0.973932,-1.706263
54,0.559173,1.760821,3.137881,-0.972972,-1.722268
55,0.511751,1.588838,3.167366,-0.978011,-1.591762
56,0.586162,1.649454,2.734912,-0.999882,-1.773525
57,0.606547,1.408007,2.382239,-0.998038,-1.830283
58,0.607577,1.408007,2.382239,-0.991268,-1.833867
59,0.614188,1.649454,2.698969,-0.987265,-1.857090
60,0.555045,1.597157,3.017434,-0.999962,-1.710027
61,0.562036,1.768384,3.053997,-0.987305,-1.731226
62,0.606692,1.323962,2.382239,-0.880394,-1.830523
63,0.598308,1.404037,2.413292,-0.984920,-1.803752
64,0.600610,1.649454,2.721377,-0.975579,-1.811074
65,0.546329,1.700042,3.142585,-0.989369,-1.686393
66,0.592430,1.713003,2.734912,-0.984191,-1.784853
67,0.598453,1.319991,2.413292,-0.923772,-1.804257
68,0.598308,1.323962,2.382239,-0.971273,-1.803752
69,0.545668,1.597157,3.017434,-0.988682,-1.686133
70,0.545668,1.597157,3.011457,-0.988682,-1.686133
71,0.592430,1.649454,2.734912,-0.979244,-1.784853
72,0.563066,1.768384,3.053997,-0.981865,-1.734166
73,0.563066,1.768384,3.054493,-0.981865,-1.734166
74,0.511751,1.515563,3.167366,-0.985561,-1.591762
75,0.547088,1.595920,3.017434,-0.981851,-1.686760
76,0.586162,1.649454,2.734912,-0.999882,-1.773525
77,0.607577,1.408007,2.382239,-0.991268,-1.833867
78,0.614188,1.649454,2.698969,-0.987265,-1.857090
79,0.555045,1.597157,3.017434,-0.999962,-1.710027
80,0.606714,1.649454,2.721377,-0.999707,-1.830924
81,0.614189,1.649454,2.698196,-0.987498,-1.857065
82,0.606547,1.408007,2.382239,-0.998038,-1.830283
83,0.555045,1.597157,2.997935,-0.998831,-1.710027
84,0.606692,1.323962,2.382239,-0.880394,-1.830523
85,0.598308,1.404037,2.413292,-0.984920,-1.803752
86,0.600610,1.649454,2.721377,-0.975579,-1.811074
87,0.586162,1.649454,2.725117,-0.996966,-1.773525
88,0.592430,1.713003,2.734912,-0.984191,-1.784853
89,0.598308,1.323962,2.382239,-0.971273,-1.803752
90,0.600588,1.323962,2.382239,-0.962181,-1.810990
91,0.546329,1.700042,3.142585,-0.989369,-1.686393
92,0.585644,1.649454,2.734912,-0.989266,-1.773282
93,0.545674,1.700042,3.142585,-0.988866,-1.686133
94,0.600571,1.742540,2.961250,-0.810370,-1.810472
95,0.598453,1.319991,2.413292,-0.923772,-1.804257
96,0.586162,1.649454,2.734912,-0.999882,-1.773525
97,0.607577,1.408007,2.382239,-0.991268,-1.833867
98,0.614188,1.649454,2.698969,-0.987265,-1.857090
99,0.555045,1.597157,3.017434,-0.999962,-1.710027
100,0.606714,1.649454,2.721377,-0.999707,-1.830924
101,0.614189,1.649454,2.698196,-0.987498,-1.857065
102,0.614188,1.594995,2.698969,-0.858614,-1.857090
103,0.606547,1.408007,2.382239,-0.998038,-1.830283
104,0.555045,1.597157,2.997935,-0.998831,-1.710027
105,0.606692,1.323962,2.382239,-0.880394,-1.830523
106,0.598308,1.404037,2.413292,-0.984920,-1.803752
107,0.600610,1.649454,2.721377,-0.975579,-1.811074
108,0.586162,1.649454,2.725117,-0.996966,-1.773525
109,0.592430,1.713003,2.734912,-0.984191,-1.784853
110,0.598308,1.323962,2.382239,-0.971273,-1.803752
111,0.600588,1.323962,2.382239,-0.962181,-1.810990
112,0.586162,1.557140,2.725117,-0.992994,-1.773525
113,0.555045,1.718305,3.017434,-0.991013,-1.710027
114,0.600571,1.742540,2.961250,-0.810370,-1.810472
115,0.598453,1.319991,2.413292,-0.923772,-1.804257
116,0.586162,1.649454,2.734912,-0.999882,-1.773525
117,0.607577,1.408007,2.382239,-0.991268,-1.833867
118,0.614188,1.649454,2.698969,-0.987265,-1.857090
119,0.555045,1.597157,3.017434,-0.999962,-1.710027
120,0.606714,1.649454,2.721377,-0.999707,-1.830924
121,0.614189,1.649454,2.698196,-0.987498,-1.857065
122,0.614188,1.594995,2.698969,-0.858614,-1.857090
123,0.606547,1.408007,2.382239,-0.998038,-1.830283
124,0.555045,1.597157,2.997935,-0.998831,-1.710027
125,0.606692,1.323962,2.382239,-0.880394,-1.830523
126,0.598308,1.404037,2.413292,-0.984920,-1.803752
127,0.586162,1.649454,2.725117,-0.996966,-1.773525
128,0.600580,1.710987,2.734912,-0.978744,-1.811239
129,0.592430,1.713003,2.734912,-0.984191,-1.784853
130,0.555045,1.642109,3.017434,-0.996734,-1.710027
131,0.586162,1.587248,2.725117,-0.995493,-1.773525
132,0.600610,1.649454,2.721377,-0.975579,-1.811074
133,0.586162,1.557140,2.725117,-0.992994,-1.773525
134,0.600588,1.323962,2.382239,-0.962181,-1.810990
135,0.586162,1.649454,2.734912,-0.999882,-1.773525
136,0.607577,1.408007,2.382239,-0.991268,-1.833867
137,0.614188,1.649454,2.698969,-0.987265,-1.857090
138,0.555045,1.597157,3.017434,-0.999962,-1.710027
139,0.606714,1.649454,2.721377,-0.999707,-1.830924
140,0.614189,1.649454,2.698196,-0.987498,-1.857065
141,0.555045,1.597157,3.012854,-0.999962,-1.710027
142,0.614364,1.649454,2.724782,-0.939753,-1.857277
143,0.614188,1.649235,2.698969,-0.987051,-1.857090
