Attribute,Value
Number Critical Scenarios,610
Number Critical Scenarios (duplicate free),187
Number All Scenarios,1000
Number All Scenarios (duplicate free),296
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.61
Ratio Critical/All scenarios (duplicate free),0.63
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.95038694  0.74177979]
Input value of critical (first of population of interest),[4.4476744  1.45154287 0.1324142 ]
