Attribute,Value
Number Critical Scenarios,371
Number Critical Scenarios (duplicate free),371
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,14
Number Best Scenarios (duplicate free),14
Ratio Critical/All scenarios,0.37
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.78667236  0.        ]
Input value of critical (first of population of interest),[ 2.46762235 -5.04591671  3.59431412]
