Attribute,Value
Number Critical Scenarios,67
Number Critical Scenarios (duplicate free),67
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,10
Number Best Scenarios (duplicate free),10
Ratio Critical/All scenarios,0.07
Ratio Critical/All scenarios (duplicate free),0.07
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.998783  0.727599  0.      ]
Input value of critical (first of population of interest),[-7.827091  1.421155  3.006263]
