Attribute,Value
Number Critical Scenarios,734
Number Critical Scenarios (duplicate free),212
Number All Scenarios,1000
Number All Scenarios (duplicate free),322
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.73
Ratio Critical/All scenarios (duplicate free),0.66
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99935865  0.79527348]
Input value of critical (first of population of interest),[-4.20332831  0.09648559  3.20292058]
