Attribute,Value
Number Critical Scenarios,136
Number Critical Scenarios (duplicate free),136
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.14
Ratio Critical/All scenarios (duplicate free),0.14
Ratio Best Critical/Best Scenarios,0.91
Ratio Best Critical/Best Scenarios (duplicate free),0.91
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99997735  0.78773334  0.        ]
Input value of critical (first of population of interest),[-2.87615809  6.15063883  5.72708104]
