Attribute,Value
Number Critical Scenarios,966
Number Critical Scenarios (duplicate free),269
Number All Scenarios,1000
Number All Scenarios (duplicate free),302
Number Best Critical Scenarios,305
Number Best Critical Scenarios (duplicate free),61
Number Best Scenarios,305
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.89
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.887856  0.694535]
Input value of critical (first of population of interest),[-0.749948  4.025607  2.141765]
