Attribute,Value
Number Critical Scenarios,58
Number Critical Scenarios (duplicate free),58
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,3
Number Best Critical Scenarios (duplicate free),3
Number Best Scenarios,9
Number Best Scenarios (duplicate free),9
Ratio Critical/All scenarios,0.06
Ratio Critical/All scenarios (duplicate free),0.06
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99740183  0.82692976  0.        ]
Input value of critical (first of population of interest),[-7.1663355   4.24219345  3.67629481]
