Attribute,Value
Number Critical Scenarios,924
Number Critical Scenarios (duplicate free),255
Number All Scenarios,1000
Number All Scenarios (duplicate free),316
Number Best Critical Scenarios,268
Number Best Critical Scenarios (duplicate free),40
Number Best Scenarios,268
Number Best Scenarios (duplicate free),40
Ratio Critical/All scenarios,0.92
Ratio Critical/All scenarios (duplicate free),0.81
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999889  0.82099 ]
Input value of critical (first of population of interest),[ 4.079072 -6.400613  3.783906]
