Attribute,Value
Number Critical Scenarios,462
Number Critical Scenarios (duplicate free),151
Number All Scenarios,1000
Number All Scenarios (duplicate free),354
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.46
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.92021143  0.80659042]
Input value of critical (first of population of interest),[-7.52714194  3.40214224  4.01496485]
