RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.47290843359119855,0.15299949231611432,100.0,0.47940987280465297,0.06878327925054219,100.0,0.45779385545114204,0.10910035651159368
200.0,0.338025070652788,0.07047000102289948,200.0,0.43284863823262976,0.06148236474279362,200.0,0.36347955326611225,0.06163714144907538
300.0,0.30546722258964143,0.051185088686206574,300.0,0.4102897629338118,0.05270107245473629,300.0,0.35164383305938607,0.0633092634713779
400.0,0.2635469652567879,0.038009103590508526,400.0,0.3891742885970214,0.059125059449735624,400.0,0.3311340440134935,0.052995929946077575
500.0,0.23312796769964356,0.02919821721344159,500.0,0.375569938495916,0.064090684073639,500.0,0.32779952521083605,0.05235231245616889
600.0,0.21883074290060955,0.024476327370017432,600.0,0.37349307338237303,0.06339682583813508,600.0,0.326406390111599,0.052654675289249296
700.0,0.21039382883560478,0.02501997039023768,700.0,0.3697026608349395,0.06425994474135391,700.0,0.32624725547879346,0.05269762423134622
800.0,0.2038028496665154,0.02529908853697929,800.0,0.3595779696784602,0.06260331690186305,800.0,0.32231691641395527,0.05510429199801743
900.0,0.1959725241667139,0.02174607596349731,900.0,0.3447402072391965,0.07684401763973608,900.0,0.3221922172205383,0.05519722414094534
1000.0,0.18875280036408446,0.020761782863987766,1000.0,0.32766613426302266,0.084500914133479,1000.0,0.322053699881265,0.055282087695275935
