run,RS,NSGA-II-D,NSGA-II
1,0.17708026451724065,0.42031133731579284,0.2816193361181042
2,0.24280873301157493,0.2518935720281623,0.4020786056259472
3,0.18357581546013102,0.3798871554418,0.4411065653906359
4,0.1780247843739434,0.27429748309880536,0.2925110993822755
5,0.18867574337679646,0.26226913539550195,0.28089717035315526
6,0.17445470344248584,0.2220146544238807,0.31571258688184906
7,0.17417593091216438,0.4040425693267033,0.3235626020652177
8,0.1765113598869204,0.26591229593744564,0.29050639290902397
9,0.19756551275698064,0.32953478033600886,0.3096628923337319
10,0.1946551559026068,0.4664983593261252,0.282879747752709
