Attribute,Value
Number Critical Scenarios,199
Number Critical Scenarios (duplicate free),52
Number All Scenarios,1000
Number All Scenarios (duplicate free),298
Number Best Critical Scenarios,114
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,517
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.20
Ratio Critical/All scenarios (duplicate free),0.17
Ratio Best Critical/Best Scenarios,0.22
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.999846  0.8512   -2.056875]
Input value of critical (first of population of interest),[-7.092503  2.803556  2.532697]
