Attribute,Value
Number Critical Scenarios,587
Number Critical Scenarios (duplicate free),158
Number All Scenarios,1000
Number All Scenarios (duplicate free),245
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.59
Ratio Critical/All scenarios (duplicate free),0.64
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99210036  0.7309871   0.        ]
Input value of critical (first of population of interest),[6.680886   7.97872356 0.38433117]
