Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
1,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
2,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
3,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
4,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
5,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
6,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
7,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
8,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
9,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
10,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
11,0.466549,0.784395,1.381047,-0.958721,-2.458893,-8.813766
12,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
13,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
14,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
15,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
16,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
17,0.466549,0.784395,1.381047,-0.958721,-2.458893,-8.813766
18,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
19,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
20,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
21,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
22,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
23,0.474883,0.796859,1.379081,-0.907207,-2.462951,-8.593510
24,0.466549,0.784395,1.381047,-0.958721,-2.458893,-8.813766
25,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
26,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
27,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
28,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
29,0.493345,0.784395,1.279004,-0.967144,-2.517928,-8.262294
30,0.471445,0.766885,1.265123,-0.985993,-2.465990,-8.262294
31,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
32,0.474883,0.796859,1.379081,-0.907207,-2.462951,-8.593510
33,0.466549,0.784395,1.381047,-0.958721,-2.458893,-8.813766
34,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
35,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
36,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
37,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
38,0.493345,0.784395,1.279004,-0.967144,-2.517928,-8.262294
39,0.471445,0.766885,1.265123,-0.985993,-2.465990,-8.262294
40,0.502596,0.785151,1.142330,-0.972846,-2.571643,-8.024060
41,0.474883,0.790545,1.381343,-0.963937,-2.462951,-8.024060
42,0.474883,0.796859,1.379081,-0.907207,-2.462951,-8.593510
43,0.460953,0.756483,1.279004,-0.963053,-2.418679,-9.008413
44,0.471445,0.784395,1.385956,-0.984000,-2.465990,-8.758694
45,0.471518,0.754583,1.079766,-0.971557,-2.467047,-9.008413
46,0.474883,0.785151,1.385283,-0.974754,-2.462951,-9.008413
47,0.493321,0.784395,1.279004,-0.965159,-2.518042,-9.008413
