run,RS,NSGA-II-D,NSGA-II
1,0.21258195814486497,0.2880485087977679,0.5448505476967356
2,0.22283294609728824,0.522071758841076,0.46696816365028093
3,0.2232414023433649,0.37851177142879655,0.32609113032771153
4,0.2232050082438766,0.3092030184242474,0.7540202164275202
5,0.22608301084756963,0.2761111196879911,0.4414798578875079
6,0.21281610347081606,0.3689248784303568,0.5315806127071944
7,0.22180400857193722,0.3549521955031857,0.47263674507980113
8,0.22287912243789268,0.3339921801781153,0.4911399030531085
9,0.2320780803245646,0.4289652292435773,0.3150938588031515
10,0.2230415988653832,0.35174432004956774,0.4205662033330782
