Attribute,Value
Number Critical Scenarios,860
Number Critical Scenarios (duplicate free),281
Number All Scenarios,1000
Number All Scenarios (duplicate free),381
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.86
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99436522  0.77992158]
Input value of critical (first of population of interest),[-5.79148817  3.3657342   5.25307687]
