Attribute,Value
Number Critical Scenarios,416
Number Critical Scenarios (duplicate free),85
Number All Scenarios,1000
Number All Scenarios (duplicate free),250
Number Best Critical Scenarios,223
Number Best Critical Scenarios (duplicate free),30
Number Best Scenarios,488
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.46
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999903  0.795058  0.      ]
Input value of critical (first of population of interest),[ 1.945841 -5.428794  1.910158]
