Attribute,Value
Number Critical Scenarios,597
Number Critical Scenarios (duplicate free),176
Number All Scenarios,1000
Number All Scenarios (duplicate free),325
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.81410557  0.68277462]
Input value of critical (first of population of interest),[-4.88134695 -3.36723744 13.0021567 ]
