Attribute,Value
Number Critical Scenarios,736
Number Critical Scenarios (duplicate free),232
Number All Scenarios,1000
Number All Scenarios (duplicate free),326
Number Best Critical Scenarios,302
Number Best Critical Scenarios (duplicate free),66
Number Best Scenarios,365
Number Best Scenarios (duplicate free),78
Ratio Critical/All scenarios,0.74
Ratio Critical/All scenarios (duplicate free),0.71
Ratio Best Critical/Best Scenarios,0.83
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999982  0.803737]
Input value of critical (first of population of interest),[0.273612 5.002621 5.679061]
