Attribute,Value
Number Critical Scenarios,293
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),235
Number Best Critical Scenarios,185
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,589
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.52
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999976  0.79357   0.      ]
Input value of critical (first of population of interest),[-6.899177 -0.278457  0.621039]
