Attribute,Value
Number Critical Scenarios,91
Number Critical Scenarios (duplicate free),91
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,3
Number Best Critical Scenarios (duplicate free),3
Number Best Scenarios,7
Number Best Scenarios (duplicate free),7
Ratio Critical/All scenarios,0.09
Ratio Critical/All scenarios (duplicate free),0.09
Ratio Best Critical/Best Scenarios,0.43
Ratio Best Critical/Best Scenarios (duplicate free),0.43
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.82540495  0.        ]
Input value of critical (first of population of interest),[-1.55133113  6.83699783  5.8899421 ]
