Attribute,Value
Number Critical Scenarios,351
Number Critical Scenarios (duplicate free),127
Number All Scenarios,1000
Number All Scenarios (duplicate free),371
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,7
Fitness value of critical (first of population of interest),[-0.99921066  0.76383165]
Input value of critical (first of population of interest),[7.79981958 4.42841415 7.30337899]
